FSW_CYCLE [int], FSW_PAYLOAD_RELEASED [bool], FSW_DROGUE_RELEASED [bool], FSW_PARACHUTE_RELEASED [bool], FSW_LIFTOFF_TIME [s], FSW_STATE [enum], EST_ABS_ALTI [m], EST_REL_ALTI [m], EST_VERT_VEL [m/s], TIMESTAMP [s], BMP_STATUS [bool], BMP_PRESSURE [Pa], BMP_TEMPERATURE [°C], INA_STATUS [bool], INA_VOLTAGE [V], INA_CURRENT [mA], INA_POWER [mW], MPU_STATUS [bool], MPU_ACC_X [G], MPU_ACC_Y [G], MPU_ACC_Z [G], MPU_GYRO_X [°/s], MPU_GYRO_Y [°/s], MPU_GYRO_Z [°/s], MPU_MAG_X [uT], MPU_MAG_Y [uT], MPU_MAG_Z [uT], GPIO_RBF [bool], GPIO_BW [bool], INPUT_TIMESTAMP [s], OUTPUT_TIMESTAMP [s], 
26310, 0, 0, 0, 1069.151123, 3, 720.766174, 563.987305, 18.809580, 1079.278564, 0, 93083.710938, 17.722803, 0, 12.088000, 121.800003, 1472.318359, 0, 0.015625, 0.005615, 0.019287, -3.890991, 55.770874, -16.204834, -14.115932, 61.780121, 22.817663, 0, 0, 1079.278564, 1079.306274, 
26311, 0, 0, 0, 1069.151123, 3, 721.543884, 564.765015, 19.818449, 1079.319824, 0, 93075.304688, 17.729502, 0, 12.088000, 111.000000, 1341.767944, 0, 0.019775, 0.004638, 0.023437, -3.585815, 55.236816, -16.571045, -14.115932, 62.146767, 22.463900, 0, 0, 1079.319824, 1079.346558, 
26312, 0, 0, 0, 1069.151123, 3, 721.800232, 565.021362, 18.297150, 1079.359985, 0, 93072.351563, 17.725037, 0, 12.088000, 120.599998, 1457.812744, 0, 0.022460, 0.002685, 0.024658, -3.234863, 54.794312, -16.952515, -13.199314, 61.963444, 21.225733, 0, 0, 1079.359985, 1079.386841, 
26313, 0, 0, 0, 1069.151123, 3, 722.438110, 565.659241, 17.195288, 1079.401245, 0, 93065.429688, 17.729502, 0, 12.092000, 115.099998, 1391.789185, 0, 0.022460, 0.002441, 0.021484, -2.838135, 54.199219, -17.303467, -12.099371, 60.863503, 19.810684, 0, 0, 1079.401245, 1079.427246, 
26314, 0, 0, 0, 1069.151123, 3, 722.796082, 566.017212, 16.858908, 1079.441406, 0, 93061.476563, 17.729502, 0, 12.088000, 114.800003, 1387.702393, 0, 0.021972, 0.002441, 0.021728, -2.380371, 53.695679, -17.639160, -12.649343, 61.046825, 21.402615, 0, 0, 1079.441406, 1079.467529, 
26315, 0, 0, 0, 1069.151123, 3, 723.729492, 566.950623, 16.809660, 1079.481567, 0, 93051.109375, 17.727268, 0, 12.092000, 126.800003, 1533.265625, 0, 0.024658, 0.003417, 0.024414, -2.105713, 53.024292, -18.005371, -14.665904, 61.596798, 19.810684, 0, 0, 1079.481567, 1079.507813, 
26316, 0, 0, 0, 1069.151123, 3, 724.048462, 567.269592, 16.475096, 1079.522827, 0, 93047.648438, 17.729502, 0, 12.084000, 110.699997, 1337.698853, 0, 0.023925, 0.001464, 0.026855, -1.785278, 52.307129, -18.264771, -11.916047, 61.046825, 19.280041, 0, 0, 1079.522827, 1079.548218, 
26317, 0, 0, 0, 1069.151123, 3, 724.903870, 568.125000, 16.115993, 1079.562988, 0, 93038.265625, 17.731733, 0, 12.092000, 118.199997, 1429.274414, 0, 0.025878, 0.002197, 0.036621, -1.281738, 51.773071, -18.585205, -11.549399, 62.146767, 18.218754, 0, 0, 1079.562988, 1079.588379, 
26318, 0, 0, 0, 1069.151123, 3, 724.903870, 568.125000, 16.093058, 1079.604248, 0, 93038.265625, 17.731733, 0, 12.088000, 111.199997, 1344.185547, 0, 0.026367, 0.002197, 0.038818, -0.625610, 51.208496, -18.844604, -12.832666, 61.230148, 16.980587, 0, 0, 1079.604248, 1079.628662, 
26319, 0, 0, 0, 1069.151123, 3, 725.580994, 568.802124, 15.733967, 1079.644409, 0, 93030.851563, 17.733965, 0, 12.092000, 111.099998, 1343.421143, 0, 0.028320, 0.000000, 0.035400, 0.015258, 50.598145, -19.149780, -11.916047, 61.046825, 15.742418, 0, 0, 1079.644409, 1079.668945, 
26320, 0, 0, 0, 1069.151123, 3, 725.939148, 569.160278, 14.959620, 1079.684570, 0, 93026.898438, 17.733965, 0, 12.092000, 125.199997, 1513.918457, 0, 0.032470, -0.000488, 0.035644, 0.686646, 49.484253, -19.470215, -10.449456, 60.680180, 16.803705, 0, 0, 1079.684570, 1079.709351, 
26321, 0, 0, 0, 1069.151123, 3, 726.117493, 569.338623, 14.142236, 1079.725830, 0, 93024.929688, 17.733965, 0, 12.080000, 111.300003, 1344.503906, 0, 0.032959, 0.000244, 0.033203, 1.220703, 48.477173, -19.851685, -10.816104, 62.146767, 14.327370, 0, 0, 1079.725830, 1079.749634, 
26322, 0, 0, 0, 1069.151123, 3, 726.732056, 569.953186, 13.832595, 1079.765991, 0, 93018.023438, 17.729502, 0, 12.092000, 119.800003, 1448.621582, 0, 0.030517, -0.001708, 0.034912, 1.770020, 47.927856, -20.217896, -10.082809, 63.246712, 13.973607, 0, 0, 1079.765991, 1079.790039, 
26323, 0, 0, 0, 1069.151123, 3, 727.090210, 570.311340, 13.672395, 1079.806152, 0, 93014.070313, 17.729502, 0, 12.088000, 110.599998, 1336.932861, 0, 0.028564, -0.003173, 0.041015, 2.487183, 47.454834, -20.553589, -10.082809, 60.680180, 13.266083, 0, 0, 1079.806152, 1079.830200, 
26324, 0, 0, 0, 1069.151123, 3, 727.627441, 570.848572, 13.240708, 1079.847412, 0, 93008.140625, 17.729502, 0, 12.096000, 111.199997, 1345.075195, 0, 0.031494, -0.003173, 0.044921, 3.128052, 46.890259, -20.797729, -8.432895, 59.763557, 12.027915, 0, 0, 1079.847412, 1079.870483, 
26325, 0, 0, 0, 1069.151123, 3, 727.767517, 570.988647, 12.383969, 1079.887451, 0, 93006.656250, 17.731733, 0, 12.088000, 130.800003, 1581.110352, 0, 0.031738, -0.001953, 0.046630, 3.906250, 46.524048, -21.057129, -8.066247, 59.763557, 11.320391, 0, 0, 1079.887451, 1079.910889, 
26326, 0, 0, 0, 1069.151123, 3, 727.448364, 570.669495, 10.973984, 1079.928833, 0, 93010.117188, 17.729502, 0, 12.080000, 116.300003, 1404.904053, 0, 0.033203, -0.002441, 0.048828, 4.745483, 46.096802, -21.347046, -7.699600, 58.663616, 8.844055, 0, 0, 1079.928833, 1079.951050, 
26327, 0, 0, 0, 1069.151123, 3, 728.817749, 572.038879, 12.635492, 1079.968994, 0, 92994.820313, 17.722803, 0, 12.088000, 125.800003, 1520.670288, 0, 0.034668, -0.000976, 0.050781, 5.508423, 45.715332, -21.545410, -6.782980, 60.680180, 10.082223, 0, 0, 1079.968994, 1079.991455, 
26328, 0, 0, 0, 1069.151123, 3, 728.701355, 571.922485, 10.395787, 1080.009155, 0, 92996.289063, 17.729502, 0, 12.084000, 114.400002, 1382.409546, 0, 0.034179, -0.002441, 0.052978, 6.439209, 45.272827, -21.743774, -6.233009, 60.863503, 9.551579, 0, 0, 1080.009155, 1080.031860, 
26329, 0, 0, 0, 1069.151123, 3, 729.316040, 572.537170, 11.077100, 1080.050415, 0, 92989.382813, 17.725037, 0, 12.084000, 118.900002, 1436.787598, 0, 0.035156, -0.003662, 0.051269, 7.431030, 44.815063, -22.064209, -6.049685, 59.580235, 7.959650, 0, 0, 1080.050415, 1080.072021, 
26330, 0, 0, 0, 1069.151123, 3, 729.596191, 572.817322, 10.447339, 1080.090576, 0, 92986.414063, 17.729502, 0, 12.092000, 125.500000, 1517.546021, 0, 0.035156, -0.003906, 0.051513, 8.300781, 44.448853, -22.262573, -6.782980, 59.213589, 9.020936, 0, 0, 1080.090576, 1080.112305, 
26331, 0, 0, 0, 1069.151123, 3, 729.775330, 572.996460, 10.332438, 1080.131836, 0, 92984.437500, 17.729502, 0, 12.084000, 111.000000, 1341.323975, 0, 0.032959, -0.005615, 0.052734, 9.185791, 44.128418, -22.476196, -5.866362, 58.663616, 8.136531, 0, 0, 1080.131836, 1080.152588, 
26332, 0, 0, 0, 1069.151123, 3, 729.992737, 573.213867, 9.801631, 1080.171997, 0, 92981.976563, 17.727268, 0, 12.084000, 129.899994, 1569.711548, 0, 0.035156, -0.004150, 0.054199, 10.116577, 43.884277, -22.583008, -5.499714, 59.396912, 5.306433, 0, 0, 1080.171997, 1080.192871, 
26333, 0, 0, 0, 1069.151123, 3, 729.751648, 572.972778, 9.024390, 1080.212158, 0, 92984.453125, 17.720572, 0, 12.080000, 119.300003, 1441.143921, 0, 0.036377, -0.004394, 0.058349, 10.986328, 43.563843, -22.766113, -3.483152, 57.380348, 5.129552, 0, 0, 1080.212158, 1080.233276, 
26334, 0, 0, 0, 1069.151123, 3, 730.210938, 573.432068, 8.397280, 1080.253418, 0, 92979.507813, 17.725037, 0, 12.088000, 122.900002, 1485.615112, 0, 0.036377, -0.006591, 0.058837, 11.917114, 43.472290, -22.964478, -4.583095, 59.213589, 6.190839, 0, 0, 1080.253418, 1080.273560, 
26335, 0, 0, 0, 1069.151123, 3, 731.105896, 574.327026, 9.158008, 1080.293457, 0, 92969.632813, 17.725037, 0, 12.096000, 126.599998, 1531.353638, 0, 0.038574, -0.004394, 0.060058, 12.924194, 43.197632, -23.056030, -3.116505, 56.280407, 5.483314, 0, 0, 1080.293457, 1080.313843, 
26336, 0, 0, 0, 1069.151123, 3, 730.428345, 573.649475, 7.157441, 1080.334839, 0, 92977.046875, 17.722803, 0, 12.084000, 111.099998, 1342.532349, 0, 0.040283, -0.006835, 0.065185, 14.114380, 42.984009, -23.239136, -2.016562, 57.013702, 2.299454, 0, 0, 1080.334839, 1080.354248, 
26337, 0, 0, 0, 1069.151123, 3, 730.428345, 573.649475, 7.167644, 1080.375000, 0, 92977.046875, 17.722803, 0, 12.096000, 117.300003, 1418.860840, 0, 0.038330, -0.007568, 0.063476, 15.151978, 42.831421, -23.330688, -1.649914, 56.647053, 2.299454, 0, 0, 1080.375000, 1080.394409, 
26338, 0, 0, 0, 1069.151123, 3, 730.864014, 574.085144, 6.854371, 1080.415161, 0, 92972.117188, 17.718340, 0, 12.092000, 106.000000, 1281.752075, 0, 0.040527, -0.007324, 0.071533, 16.326904, 42.617798, -23.406982, -0.366648, 54.263844, 1.061287, 0, 0, 1080.415161, 1080.434692, 
26339, 0, 0, 0, 1069.151123, 3, 731.401428, 574.622559, 7.076862, 1080.456421, 0, 92966.187500, 17.718340, 0, 12.096000, 116.400002, 1407.974365, 0, 0.039550, -0.007324, 0.065185, 17.486572, 41.900635, -23.437500, -0.916619, 54.813816, -0.884405, 0, 0, 1080.456421, 1080.475098, 
26340, 0, 0, 0, 1069.151123, 3, 731.082153, 574.303284, 6.441321, 1080.496582, 0, 92969.648438, 17.716106, 0, 12.092000, 126.500000, 1529.638062, 0, 0.041259, -0.009277, 0.072998, 18.600464, 41.061401, -23.483276, 0.183324, 55.547112, -1.945692, 0, 0, 1080.496582, 1080.515259, 
26341, 0, 0, 0, 1069.151123, 3, 731.377686, 574.598816, 6.018820, 1080.537842, 0, 92966.203125, 17.709410, 0, 12.084000, 108.500000, 1311.114014, 0, 0.042236, -0.007080, 0.071289, 19.714355, 40.924072, -23.590088, 0.000000, 53.163902, -1.768811, 0, 0, 1080.537842, 1080.555542, 
26342, 0, 0, 0, 1069.151123, 3, 731.478760, 574.699890, 5.685750, 1080.578003, 0, 92965.210938, 17.713875, 0, 12.092000, 118.300003, 1430.483643, 0, 0.035400, -0.008300, 0.072021, 20.935059, 40.328979, -23.635864, 2.199886, 52.430607, -2.830098, 0, 0, 1080.578003, 1080.595947, 
26343, 0, 0, 0, 1069.151123, 3, 731.416016, 574.637146, 4.916204, 1080.618042, 0, 92965.718750, 17.707178, 0, 12.092000, 109.699997, 1326.492432, 0, 0.036132, -0.010009, 0.069824, 22.003174, 39.855957, -23.666382, 0.916619, 53.347225, -3.006979, 0, 0, 1080.618042, 1080.636353, 
26344, 1, 0, 0, 1069.151123, 3, 731.774292, 574.995422, 5.190307, 1080.659424, 0, 92961.765625, 17.707178, 0, 12.096000, 112.300003, 1358.380737, 0, 0.035400, -0.009277, 0.074218, 23.269653, 39.367676, -23.605347, 3.666476, 51.697311, -5.306433, 0, 0, 1080.659424, 1080.683716, 
26345, 1, 0, 0, 1069.151123, 3, 731.556824, 574.777954, 5.330456, 1080.699585, 0, 92964.226563, 17.709410, 0, 12.096000, 126.199997, 1526.515259, 0, 0.034668, -0.010253, 0.078613, 24.353027, 38.223267, -23.452759, 4.033123, 53.163902, -3.183860, 0, 0, 1080.699585, 1080.717041, 
26346, 1, 0, 0, 1069.151123, 3, 730.942078, 574.163208, 2.755740, 1080.739868, 0, 92971.132813, 17.713875, 0, 12.084000, 113.199997, 1367.908813, 0, 0.035400, -0.010253, 0.072265, 25.451660, 36.972046, -23.178101, 5.133066, 52.063961, -7.429007, 0, 0, 1080.739868, 1080.757446, 
26347, 1, 0, 0, 1069.151123, 3, 731.517822, 574.738953, 3.648403, 1080.781128, 0, 92964.718750, 17.711643, 0, 12.088000, 123.400002, 1491.659302, 0, 0.032226, -0.010253, 0.072998, 26.550293, 34.683228, -22.994995, 4.949743, 48.947456, -7.605887, 0, 0, 1080.781128, 1080.797729, 
26348, 1, 0, 0, 1069.151123, 3, 731.837036, 575.058167, 3.270309, 1080.821289, 0, 92961.257813, 17.713875, 0, 12.088000, 110.099998, 1330.888794, 0, 0.036132, -0.012207, 0.076416, 27.511597, 32.714844, -22.766113, 5.866362, 49.497425, -8.136531, 0, 0, 1080.821289, 1080.837891, 
26349, 1, 0, 0, 1069.151123, 3, 731.953430, 575.174561, 3.053526, 1080.862549, 0, 92959.789063, 17.707178, 0, 12.096000, 108.900002, 1317.254517, 0, 0.140625, -0.043457, 0.068603, 28.732300, 30.273438, -22.644043, 9.532838, 45.830952, -10.966628, 0, 0, 1080.862549, 1080.878296, 
26350, 1, 0, 0, 1069.151123, 3, 731.121216, 574.342346, 1.745922, 1080.902710, 0, 92969.156250, 17.713875, 0, 12.092000, 124.199997, 1501.826416, 0, 0.064209, -0.101074, 0.147949, 29.479980, 32.943726, -22.171021, 9.532838, 49.130779, -9.551579, 0, 0, 1080.902710, 1080.918457, 
26351, 1, 0, 0, 1069.151123, 3, 730.879333, 574.100464, 1.150119, 1080.942871, 0, 92971.640625, 17.707178, 0, 12.088000, 110.800003, 1339.350464, 0, 0.028564, -0.001464, -0.033691, 29.983521, 47.775269, -22.583008, 10.449456, 46.380920, -9.374699, 0, 0, 1080.942871, 1080.958862, 
26352, 1, 0, 0, 1069.151123, 3, 730.023438, 573.244568, 0.352071, 1080.984131, 0, 92981.023438, 17.704947, 0, 12.092000, 119.500000, 1444.994019, 0, 0.057861, -0.028564, 0.050293, 30.746460, 19.226074, -21.865845, 12.649343, 47.114216, -11.851034, 0, 0, 1080.984131, 1080.999146, 
26353, 1, 0, 0, 1069.151123, 3, 730.061768, 573.282898, 0.193508, 1081.024292, 0, 92980.539063, 17.702713, 0, 12.092000, 110.599998, 1337.375244, 0, 0.063476, -0.018310, 0.062988, 32.226563, 38.406372, -22.125244, 13.382637, 44.181034, -12.558558, 0, 0, 1081.024292, 1081.039551, 
26354, 1, 0, 0, 1069.151123, 3, 730.085449, 573.306580, 1.323543, 1081.064453, 0, 92980.523438, 17.711643, 0, 12.092000, 111.500000, 1348.257935, 0, 0.067871, -0.053466, 0.040039, 33.172607, 24.688721, -21.743774, 13.749285, 43.814388, -12.204796, 0, 0, 1081.064453, 1081.079834, 
26355, 1, 0, 0, 1069.151123, 3, 730.459045, 573.680176, 0.039832, 1081.105591, 0, 92976.093750, 17.700481, 0, 12.096000, 125.199997, 1514.419312, 0, 0.130859, -0.037841, -0.016601, 34.149170, 11.489868, -21.591187, 15.215876, 43.814388, -12.204796, 0, 0, 1081.105591, 1081.119873, 
26356, 1, 0, 0, 1069.151123, 3, 732.108826, 575.329956, 2.179968, 1081.145874, 0, 92957.828125, 17.698250, 0, 12.080000, 111.500000, 1346.920044, 0, 0.136475, 0.088867, 0.160889, 36.529541, 49.957275, -22.735596, 17.782408, 43.081093, -12.912321, 0, 0, 1081.145874, 1081.160156, 
26357, 1, 0, 0, 1069.151123, 3, 733.042175, 576.263306, 2.821553, 1081.187134, 0, 92947.468750, 17.696016, 0, 12.084000, 129.899994, 1569.711548, 0, -0.122803, 0.294678, -0.059814, 38.116455, 38.818359, -21.469116, 19.248999, 40.514561, -12.204796, 0, 0, 1081.187134, 1081.200562, 
26358, 1, 0, 0, 1069.151123, 3, 728.388611, 571.609741, 3.908314, 1081.227295, 0, 92998.820313, 17.696016, 0, 12.080000, 121.199997, 1464.095947, 0, -0.275879, 0.353516, -0.028076, 37.536621, -14.419556, -19.607544, 21.082237, 43.081093, -12.558558, 0, 0, 1081.227295, 1081.240845, 
26359, 1, 0, 0, 1069.151123, 3, 731.073059, 574.294189, 0.011795, 1081.267578, 0, 92969.195313, 17.696016, 0, 12.072000, 121.500000, 1466.747925, 0, 3.664063, -0.176758, 1.268311, 36.529541, 44.235229, -3.189087, 21.815533, 41.614502, -12.912321, 0, 0, 1081.267578, 1081.281250, 
26360, 1, 0, 0, 1069.151123, 3, 730.372559, 573.593689, 1.303673, 1081.308838, 0, 92976.617188, 17.684855, 0, 12.092000, 124.000000, 1499.407959, 0, 0.307373, -0.133545, -0.022460, 44.876099, 150.680542, -17.150879, 23.465446, 40.514561, -12.204796, 0, 0, 1081.308838, 1081.321411, 
26361, 1, 0, 0, 1069.151123, 3, 730.232483, 573.453613, 1.616706, 1081.348877, 0, 92978.101563, 17.682623, 0, 12.088000, 114.099998, 1379.240723, 0, 0.028076, -0.047119, -0.368896, 44.952393, 106.155396, -13.275146, 26.581951, 31.898342, -13.089202, 0, 0, 1081.348877, 1081.361694, 
26362, 1, 0, 0, 1069.151123, 3, 729.415100, 572.636230, 2.594824, 1081.389160, 0, 92987.000000, 17.678158, 0, 12.092000, 116.300003, 1406.299561, 0, 0.008300, -0.042480, 0.040283, 44.036865, 49.362183, -10.070801, 26.581951, 29.881779, -13.619845, 0, 0, 1081.389160, 1081.401978, 
26363, 1, 0, 0, 1069.151123, 3, 729.951660, 573.172791, 2.363996, 1081.430420, 0, 92981.078125, 17.678158, 0, 12.088000, 113.199997, 1368.361694, 0, 0.135742, 0.038330, 0.242188, 43.991089, 47.546387, -8.041382, 28.598513, 26.765274, -12.735439, 0, 0, 1081.430420, 1081.442261, 
26364, 1, 0, 0, 1069.151123, 3, 729.275024, 572.496155, 2.959547, 1081.470581, 0, 92988.484375, 17.675926, 0, 12.092000, 114.300003, 1382.115601, 0, 0.046875, 0.010009, 0.179199, 44.311523, 68.817139, -6.347656, 30.431751, 26.031981, -13.089202, 0, 0, 1081.470581, 1081.482544, 
26365, 1, 0, 0, 1069.151123, 3, 728.714844, 571.935974, 2.885120, 1081.511841, 0, 92994.421875, 17.666996, 0, 12.096000, 122.900002, 1486.598389, 0, 0.000976, 0.015625, 0.141602, 44.555664, 74.600220, -4.028320, 31.165047, 21.632208, -12.381678, 0, 0, 1081.511841, 1081.522827, 
26366, 1, 0, 0, 1069.151123, 3, 728.691162, 571.912292, 3.666825, 1081.552002, 0, 92994.437500, 17.658068, 0, 12.084000, 110.500000, 1335.281982, 0, -0.135498, 0.032714, 0.163818, 43.945313, 89.981079, -1.205444, 32.448311, 20.715590, -11.497272, 0, 0, 1081.552002, 1081.562988, 
26367, 1, 0, 0, 1069.151123, 3, 727.820251, 571.041382, 5.211514, 1081.592041, 0, 93004.296875, 17.666996, 0, 12.096000, 114.400002, 1383.782471, 0, -0.018066, 0.024169, 0.107178, 44.692993, 125.350952, 4.119873, 34.281551, 17.415762, -10.082223, 0, 0, 1081.592041, 1081.603271, 
26368, 1, 0, 0, 1069.151123, 3, 727.617554, 570.838684, 5.625515, 1081.633301, 0, 93006.289063, 17.658068, 0, 12.092000, 111.300003, 1345.839600, 0, 0.122803, -0.110107, 0.166992, 43.701172, 125.885010, 7.064819, 35.748142, 14.482580, -8.313412, 0, 0, 1081.633301, 1081.643555, 
26369, 1, 0, 0, 1069.151123, 3, 727.259460, 570.480591, 5.009580, 1081.673584, 0, 93010.242188, 17.658068, 0, 12.096000, 110.699997, 1339.027222, 0, 0.021484, 0.003906, -0.012939, 42.846680, 122.756958, 9.628296, 37.398056, 10.266132, -7.075244, 0, 0, 1081.673584, 1081.683960, 
26370, 1, 0, 0, 1069.151123, 3, 726.878540, 570.099670, 5.182559, 1081.714844, 0, 93014.203125, 17.649139, 0, 12.092000, 123.599998, 1494.571167, 0, -0.010498, 0.042480, 0.064453, 41.397095, 126.205444, 13.107300, 39.231293, 5.133066, -5.660195, 0, 0, 1081.714844, 1081.724243, 
26371, 1, 0, 0, 1069.151123, 3, 727.057556, 570.278687, 3.846817, 1081.755127, 0, 93012.226563, 17.649139, 0, 12.072000, 127.900002, 1544.008789, 0, 0.013671, 0.008544, -0.058349, 41.488647, 116.378784, 16.479492, 40.697884, 5.133066, -0.707524, 0, 0, 1081.755127, 1081.764526, 
26372, 1, 0, 0, 1069.151123, 3, 725.548767, 568.769897, 5.853467, 1081.795288, 0, 93029.007813, 17.653603, 0, 12.096000, 108.199997, 1308.787231, 0, 0.037353, 0.015380, 0.059082, 35.537720, 97.091675, 18.966675, 42.531120, 1.833238, 0.707524, 0, 0, 1081.795288, 1081.804688, 
26373, 1, 0, 0, 1069.151123, 3, 725.727722, 568.948853, 5.644924, 1081.836426, 0, 93027.031250, 17.653603, 0, 12.092000, 128.399994, 1552.612793, 0, 0.010498, 0.034912, 0.009033, 35.644531, 88.104248, 21.606445, 42.531120, -0.733295, 4.245147, 0, 0, 1081.836426, 1081.845093, 
26374, 1, 0, 0, 1069.151123, 3, 724.833435, 568.054565, 7.295393, 1081.876709, 0, 93036.906250, 17.653603, 0, 12.088000, 105.099998, 1270.448730, 0, -0.013427, 0.013671, 0.142334, 33.096313, 106.475830, 23.803711, 44.547684, 0.549971, 6.190839, 0, 0, 1081.876709, 1081.885254, 
26375, 1, 0, 0, 1069.151123, 3, 724.731812, 567.952942, 9.569675, 1081.916748, 0, 93037.906250, 17.649139, 0, 12.104000, 115.199997, 1394.380737, 0, -0.034423, 0.011474, 0.074218, 31.280518, 117.492676, 26.855469, 45.097656, -3.666476, 8.844055, 0, 0, 1081.916748, 1081.925659, 
26376, 1, 0, 0, 1069.151123, 3, 724.412903, 567.634033, 11.192369, 1081.958130, 0, 93041.367188, 17.646906, 0, 12.092000, 107.099998, 1295.053223, 0, -0.002685, 0.017089, 0.039550, 28.335571, 119.445801, 29.724121, 46.197598, -0.366648, 14.858013, 0, 0, 1081.958130, 1081.965942, 
26377, 1, 0, 0, 1069.151123, 3, 724.094666, 567.315796, 5.569348, 1081.998291, 0, 93044.820313, 17.644674, 0, 12.100000, 107.800003, 1304.380005, 0, 0.022705, 0.020996, 0.065918, 25.756836, 117.996216, 32.089233, 46.564247, -4.399771, 15.565537, 0, 0, 1081.998291, 1082.006348, 
26378, 1, 0, 0, 1069.151123, 3, 723.200562, 566.421692, 10.212431, 1082.038452, 0, 93054.695313, 17.644674, 0, 12.096000, 119.300003, 1443.052734, 0, 0.014648, 0.025878, 0.031494, 22.598267, 111.648560, 33.996582, 49.130779, -5.499714, 19.456921, 0, 0, 1082.038452, 1082.046631, 
26379, 1, 0, 0, 1069.151123, 3, 722.407349, 565.628479, 10.334336, 1082.079590, 0, 93063.578125, 17.649139, 0, 12.088000, 105.300003, 1272.866455, 0, 0.012695, 0.027587, 0.030029, 19.454956, 106.414795, 35.491943, 51.147339, -5.316390, 22.463900, 0, 0, 1082.079590, 1082.086914, 
26380, 1, 0, 0, 1069.151123, 3, 722.919983, 566.141113, 9.482983, 1082.119995, 0, 93057.671875, 17.640209, 0, 12.100000, 113.599998, 1374.560059, 0, 0.014404, 0.027343, 0.055908, 16.418457, 104.339600, 36.575317, 50.230721, -1.833238, 29.362263, 0, 0, 1082.119995, 1082.127075, 
26381, 1, 0, 0, 1069.151123, 3, 721.171082, 564.392212, 10.692685, 1082.160156, 0, 93076.929688, 17.637978, 0, 12.088000, 133.600006, 1614.956909, 0, -0.008789, 0.034668, 0.011962, 13.610840, 111.526489, 37.185669, 52.613930, -4.583095, 29.539145, 0, 0, 1082.160156, 1082.167480, 
26382, 1, 0, 0, 1069.151123, 3, 722.104065, 565.325195, 10.178514, 1082.201416, 0, 93066.562500, 17.635744, 0, 12.072000, 127.800003, 1542.801636, 0, -0.008300, 0.037109, -0.031494, 10.345459, 112.121582, 37.399292, 53.897198, -2.566533, 35.729984, 0, 0, 1082.201416, 1082.207642, 
26383, 1, 0, 0, 1069.151123, 3, 720.852295, 564.073425, 10.926208, 1082.241455, 0, 93080.390625, 17.635744, 0, 12.072000, 143.800003, 1735.953613, 0, 0.039306, 0.048828, 0.025146, 7.247925, 105.255127, 37.445068, 54.630493, -1.466590, 37.498795, 0, 0, 1082.241455, 1082.248047, 
26384, 1, 0, 0, 1069.151123, 3, 720.059937, 563.281067, 11.225617, 1082.282837, 0, 93089.265625, 17.640209, 0, 12.064000, 134.600006, 1623.814453, 0, 0.034912, 0.036865, 0.045898, 4.394531, 103.759766, 37.078857, 55.913757, -0.549971, 38.383202, 0, 0, 1082.282837, 1082.288452, 
26385, 1, 0, 0, 1069.151123, 3, 719.601379, 562.822510, 11.789661, 1082.322998, 0, 93094.210938, 17.635744, 0, 12.080000, 131.000000, 1582.479980, 0, 0.036377, 0.037109, 0.032226, 1.556396, 104.614258, 36.270142, 56.647053, 0.549971, 41.213299, 0, 0, 1082.322998, 1082.328735, 
26386, 1, 0, 0, 1069.151123, 3, 718.785767, 562.006897, 11.716084, 1082.363159, 0, 93103.101563, 17.631281, 0, 12.080000, 123.500000, 1491.880005, 0, 0.027343, 0.035156, 0.013183, -1.083374, 100.036621, 35.888672, 57.746998, 2.383209, 45.812206, 0, 0, 1082.363159, 1082.368896, 
26387, 1, 0, 0, 1069.151123, 3, 717.713257, 560.934387, 12.846106, 1082.404297, 0, 93114.953125, 17.631281, 0, 12.080000, 123.000000, 1485.840088, 0, 0.056884, 0.044677, 0.086181, -3.707886, 93.475342, 34.530640, 57.563675, 5.499714, 47.050373, 0, 0, 1082.404297, 1082.409180, 
26388, 1, 0, 0, 1069.151123, 3, 718.070251, 561.291382, 11.918619, 1082.444580, 0, 93111.007813, 17.631281, 0, 12.080000, 137.600006, 1662.208008, 0, 0.143066, 0.052246, 1.006592, -9.017944, 88.302612, 33.279419, 59.213589, 6.049685, 48.288540, 0, 0, 1082.444580, 1082.449463, 
26389, 1, 0, 0, 1069.151123, 3, 716.718994, 559.940125, 13.177169, 1082.485840, 0, 93125.820313, 17.626816, 0, 12.076000, 116.599998, 1408.061523, 0, 0.025878, -0.048339, -0.445557, -6.179810, 83.953857, 31.188965, 61.596798, 6.966304, 49.880470, 0, 0, 1082.485840, 1082.489746, 
26390, 1, 0, 0, 1069.151123, 3, 715.786438, 559.007568, 14.618904, 1082.526123, 0, 93136.187500, 17.629047, 0, 12.088000, 120.900002, 1461.439209, 0, 0.115723, 0.109863, 0.275391, -7.797241, 80.261230, 29.205322, 62.146767, 9.349514, 50.764877, 0, 0, 1082.526123, 1082.530151, 
26391, 1, 0, 0, 1069.151123, 3, 715.546021, 558.767151, 12.973797, 1082.566284, 0, 93138.664063, 17.622351, 0, 12.088000, 134.899994, 1630.671265, 0, 0.097412, 0.071044, 0.011718, -8.392334, 76.629639, 27.618408, 62.330093, 9.899486, 52.003044, 0, 0, 1082.566284, 1082.570435, 
