FSW_CYCLE [int], FSW_PAYLOAD_RELEASED [bool], FSW_DROGUE_RELEASED [bool], FSW_PARACHUTE_RELEASED [bool], FSW_LIFTOFF_TIME [s], FSW_STATE [enum], EST_ABS_ALTI [m], EST_REL_ALTI [m], EST_VERT_VEL [m/s], TIMESTAMP [s], BMP_STATUS [bool], BMP_PRESSURE [Pa], BMP_TEMPERATURE [°C], INA_STATUS [bool], INA_VOLTAGE [V], INA_CURRENT [mA], INA_POWER [mW], MPU_STATUS [bool], MPU_ACC_X [G], MPU_ACC_Y [G], MPU_ACC_Z [G], MPU_GYRO_X [°/s], MPU_GYRO_Y [°/s], MPU_GYRO_Z [°/s], MPU_MAG_X [uT], MPU_MAG_Y [uT], MPU_MAG_Z [uT], GPIO_RBF [bool], GPIO_BW [bool], INPUT_TIMESTAMP [s], OUTPUT_TIMESTAMP [s], 
26036, 0, 0, 0, 0.000000, 2, 158.830734, 2.051880, 0.880605, 1068.151245, 0, 99462.898438, 18.207178, 0, 12.032000, 178.000000, 2141.696045, 0, 0.053710, -1.021484, -0.073486, -1.312256, -1.129150, 0.701904, -19.982294, 48.580807, 16.803705, 0, 1, 1068.151245, 1068.183960, 
26037, 0, 0, 0, 0.000000, 2, 158.280533, 1.501678, 0.271680, 1068.191406, 0, 99469.257813, 18.200483, 0, 12.076000, 123.099998, 1486.555542, 0, 0.077880, -1.014893, -0.007568, -1.480103, -10.833740, 0.564575, -19.615646, 49.680752, 18.218754, 0, 1, 1068.191406, 1068.224243, 
26038, 0, 0, 0, 0.000000, 2, 158.577179, 1.798325, 0.332569, 1068.231567, 0, 99465.820313, 18.202715, 0, 12.084000, 119.900002, 1448.871582, 0, -0.010253, -0.999268, -0.018066, -1.647949, -8.514404, 0.442505, -19.615646, 48.580807, 17.864992, 0, 1, 1068.231567, 1068.264526, 
26039, 0, 0, 0, 0.000000, 2, 158.620972, 1.842117, 0.655845, 1068.272827, 0, 99465.296875, 18.200483, 0, 12.092000, 125.300003, 1515.127563, 0, -0.021972, -1.020508, 0.104492, -1.358032, -5.554199, -0.015258, -19.065676, 49.497425, 19.103159, 0, 1, 1068.272827, 1068.304810, 
26040, 0, 0, 0, 0.000000, 2, 157.765640, 0.986786, 1.436206, 1068.312988, 0, 99475.304688, 18.209412, 0, 12.084000, 109.199997, 1319.572876, 0, -0.036132, -1.060303, 0.098632, -0.854492, 4.486084, 0.259399, -18.515703, 48.580807, 18.926279, 0, 1, 1068.312988, 1068.345093, 
26041, 0, 0, 0, 0.000000, 2, 158.577179, 1.798325, 0.000000, 1068.354248, 0, 99465.820313, 18.202715, 0, 12.088000, 121.000000, 1462.648071, 0, -0.020507, -1.022949, 0.082519, 0.137329, 11.413574, 0.015258, -20.348942, 49.680752, 18.218754, 0, 1, 1068.354248, 1068.385376, 
26042, 0, 0, 0, 0.000000, 2, 158.791519, 2.012665, 0.005910, 1068.394409, 0, 99463.312500, 18.200483, 0, 12.036000, 168.100006, 2023.251587, 0, 0.002441, -1.016357, 0.000000, 0.045776, 10.543823, -0.076293, -20.348942, 49.680752, 17.157467, 0, 1, 1068.394409, 1068.425659, 
26043, 0, 0, 0, 0.000000, 2, 158.490295, 1.711441, 0.005060, 1068.434570, 0, 99466.859375, 18.207178, 0, 12.088000, 109.199997, 1320.009644, 0, -0.019775, -0.984619, -0.079834, -0.366211, 5.493164, 0.137329, -19.248999, 48.580807, 19.280041, 0, 1, 1068.434570, 1068.465942, 
26044, 0, 0, 0, 0.000000, 2, 158.577179, 1.798325, 0.108240, 1068.475830, 0, 99465.820313, 18.202715, 0, 12.092000, 127.000000, 1535.683960, 0, -0.009521, -1.004883, -0.049560, -0.366211, -1.068115, 0.213623, -19.982294, 50.047398, 16.803705, 0, 1, 1068.475830, 1068.506348, 
26045, 0, 0, 0, 0.000000, 2, 158.660843, 1.881989, 0.050806, 1068.515991, 0, 99464.875000, 18.207178, 0, 12.080000, 111.800003, 1350.543945, 0, -0.010498, -1.002686, -0.000732, -1.190186, -6.347656, 0.564575, -19.615646, 50.414043, 18.926279, 0, 1, 1068.515991, 1068.546631, 
26046, 0, 0, 0, 0.000000, 2, 159.301865, 2.523010, 0.668059, 1068.556152, 0, 99457.375000, 18.200483, 0, 12.088000, 122.099998, 1475.944824, 0, -0.026123, -0.986084, 0.017334, -0.442505, -6.515503, -0.045776, -19.982294, 50.414043, 18.572515, 0, 1, 1068.556152, 1068.586914, 
26047, 0, 0, 0, 0.000000, 2, 158.961411, 2.182556, 0.507988, 1068.597290, 0, 99461.335938, 18.200483, 0, 12.084000, 109.599998, 1324.406372, 0, 0.010009, -0.958740, 0.088378, 0.457764, -3.036499, -0.213623, -19.982294, 48.580807, 18.218754, 0, 1, 1068.597290, 1068.627197, 
26048, 0, 0, 0, 0.000000, 2, 158.236740, 1.457886, 0.272153, 1068.637573, 0, 99469.781250, 18.202715, 0, 12.044000, 166.500000, 2005.325928, 0, 0.024902, -0.989990, 0.049072, -1.632690, 4.043579, 0.564575, -20.348942, 48.214161, 17.511229, 0, 1, 1068.637573, 1068.667480, 
26049, 0, 0, 0, 0.000000, 2, 158.066864, 1.288010, 0.548592, 1068.678833, 0, 99471.757813, 18.202715, 0, 12.092000, 129.699997, 1568.332397, 0, -0.014648, -1.197510, 0.015869, 0.000000, 7.492065, -0.259399, -19.982294, 50.780693, 17.511229, 0, 1, 1068.678833, 1068.707764, 
26050, 0, 0, 0, 0.000000, 2, 158.747742, 1.968887, 0.436669, 1068.718994, 0, 99463.835938, 18.202715, 0, 12.088000, 112.599998, 1361.108765, 0, 0.013183, -1.424805, 0.008544, -0.137329, 5.538940, -0.335693, -19.432323, 49.864075, 17.688110, 0, 1, 1068.718994, 1068.748047, 
26051, 0, 0, 0, 0.000000, 2, 158.917633, 2.138779, 0.055927, 1068.759155, 0, 99461.859375, 18.202715, 0, 12.092000, 121.099998, 1464.341187, 0, 0.005859, -1.566650, -0.005859, -0.396729, 1.998901, 0.091552, -19.615646, 50.780693, 18.572515, 0, 1, 1068.759155, 1068.788452, 
26052, 0, 0, 0, 0.000000, 2, 158.664749, 1.885895, 0.271786, 1068.800415, 0, 99464.773438, 18.198252, 0, 12.088000, 109.599998, 1324.844849, 0, 0.003417, -1.731934, -0.003906, -0.259399, -4.425049, 0.000000, -19.065676, 49.864075, 18.395636, 0, 1, 1068.800415, 1068.828735, 
26053, 0, 0, 0, 0.000000, 2, 158.917633, 2.138779, 0.554443, 1068.840576, 0, 99461.859375, 18.202715, 0, 12.088000, 118.599998, 1433.636841, 0, -0.027587, -1.864746, 0.033935, -1.647949, -4.226685, 0.457764, -19.798971, 48.764130, 17.334349, 0, 1, 1068.840576, 1068.869019, 
26054, 0, 0, 0, 0.000000, 2, 159.131973, 2.353119, 0.390281, 1068.881836, 0, 99459.351563, 18.200483, 0, 12.036000, 165.199997, 1988.347168, 0, 0.000976, -2.012451, 0.056152, -1.739502, -3.509521, 0.442505, -18.699028, 50.230721, 18.041872, 0, 1, 1068.881836, 1068.909302, 
26055, 0, 0, 0, 0.000000, 2, 159.171204, 2.392349, 0.441737, 1068.921997, 0, 99458.937500, 18.207178, 0, 12.096000, 110.300003, 1334.188843, 0, 0.009521, -2.057861, 0.073486, -1.327515, 2.548218, 0.167847, -18.699028, 50.230721, 16.980587, 0, 1, 1068.921997, 1068.949585, 
26056, 0, 0, 0, 0.000000, 2, 159.555450, 2.776596, 1.654122, 1068.962158, 0, 99454.453125, 18.204947, 0, 12.092000, 123.099998, 1488.525146, 0, -0.018066, -2.279297, -0.009521, -0.442505, 2.532959, -0.244141, -17.782408, 48.947456, 17.864992, 0, 0, 1068.962158, 1068.989868, 
26057, 0, 0, 0, 0.000000, 2, 159.171204, 2.392349, 0.769611, 1069.003418, 0, 99458.937500, 18.207178, 0, 12.084000, 112.400002, 1358.241577, 0, -0.047363, -2.568359, -0.000244, -0.122070, 1.388550, -0.381470, -17.415762, 50.780693, 17.864992, 0, 0, 1069.003418, 1069.030151, 
26058, 0, 0, 0, 0.000000, 2, 159.171204, 2.392349, 0.713890, 1069.043579, 0, 99458.937500, 18.207178, 0, 12.092000, 118.900002, 1437.738892, 0, -0.058837, -2.656006, 0.007568, -1.464844, 2.761841, 0.579834, -18.882351, 50.047398, 18.572515, 0, 0, 1069.043579, 1069.070557, 
26059, 0, 0, 0, 0.000000, 2, 159.044418, 2.265564, 1.656769, 1069.084839, 0, 99460.398438, 18.204947, 0, 12.036000, 159.800003, 1923.352783, 0, 0.003417, -2.707275, -0.002929, -0.549316, -1.541138, 0.473022, -17.965733, 49.497425, 19.103159, 0, 0, 1069.084839, 1069.110840, 
26060, 0, 0, 0, 1069.151123, 3, 158.280533, 1.501678, 0.384940, 1069.124878, 0, 99469.257813, 18.200483, 0, 12.092000, 115.099998, 1391.789185, 0, 0.025878, -2.831787, 0.060058, -1.449585, -3.997803, 0.885010, -19.432323, 48.764130, 19.103159, 0, 0, 1069.124878, 1069.182739, 
26061, 0, 0, 0, 1069.151123, 3, 159.725357, 2.946503, 1.210826, 1069.165649, 0, 99452.476563, 18.204947, 0, 12.036000, 172.300003, 2073.802734, 0, -0.000976, -2.969482, 0.087402, -0.701904, 6.805420, -0.305176, -17.965733, 51.330666, 17.688110, 0, 0, 1069.165649, 1069.192139, 
26062, 0, 0, 0, 1069.151123, 3, 159.511673, 2.732819, 1.324122, 1069.205933, 0, 99454.976563, 18.207178, 0, 12.084000, 131.699997, 1591.462891, 0, -0.031005, -3.172119, 0.073974, -2.929688, 0.137329, 0.701904, -17.782408, 49.680752, 17.511229, 0, 0, 1069.205933, 1069.232544, 
26063, 0, 0, 0, 1069.151123, 3, 160.279541, 3.500687, 2.209753, 1069.246216, 0, 99446.015625, 18.202715, 0, 12.072000, 123.599998, 1492.099121, 0, -0.020507, -3.169678, -0.069335, -3.067017, 3.707886, 0.061035, -19.432323, 50.597370, 19.456921, 0, 0, 1069.246216, 1069.272827, 
26064, 0, 0, 0, 1069.151123, 3, 161.597839, 4.818985, 3.812371, 1069.286377, 0, 99430.695313, 18.204947, 0, 12.100000, 108.500000, 1312.850098, 0, -0.066650, -3.358887, -0.052246, -1.190186, -0.625610, -0.198364, -15.949171, 48.580807, 18.218754, 0, 0, 1069.286377, 1069.313110, 
26065, 0, 0, 0, 1069.151123, 3, 161.851517, 5.072662, 3.304866, 1069.327637, 0, 99427.773438, 18.209412, 0, 12.096000, 127.099998, 1537.401611, 0, 0.008056, -3.618652, -0.074707, -0.198364, 0.411987, 1.358032, -18.149055, 49.680752, 17.864992, 0, 0, 1069.327637, 1069.353394, 
26066, 0, 0, 0, 1069.151123, 3, 161.558548, 4.779694, 3.370683, 1069.367798, 0, 99431.109375, 18.198252, 0, 12.092000, 106.400002, 1286.588867, 0, -0.625000, -3.766113, -0.005859, -1.541138, -0.869751, 3.936768, -16.682467, 51.147339, 18.572515, 0, 0, 1069.367798, 1069.393677, 
26067, 0, 0, 0, 1069.151123, 3, 162.025269, 5.246414, 4.917703, 1069.407959, 0, 99425.695313, 18.200483, 0, 12.092000, 121.699997, 1471.596436, 0, 0.248535, -3.964844, -0.103027, -1.678467, -5.966187, 4.501343, -16.865789, 49.864075, 19.810684, 0, 0, 1069.407959, 1069.433960, 
26068, 0, 0, 0, 1069.151123, 3, 162.789474, 6.010620, 6.130189, 1069.449219, 0, 99416.835938, 18.204947, 0, 12.092000, 112.199997, 1356.722290, 0, -0.175781, -4.252686, 0.054199, -1.037598, -6.179810, 3.417969, -16.132494, 49.864075, 20.164446, 0, 0, 1069.449219, 1069.474243, 
26069, 0, 0, 0, 1069.151123, 3, 163.684387, 6.905533, 6.408018, 1069.489380, 0, 99406.414063, 18.202715, 0, 12.040000, 168.199997, 2025.127930, 0, -0.121826, -4.388184, 0.020019, -0.228882, -5.920410, -0.671387, -16.499142, 48.397484, 19.103159, 0, 0, 1069.489380, 1069.514526, 
26070, 0, 0, 0, 1069.151123, 3, 163.558197, 6.779343, 6.016063, 1069.530518, 0, 99407.867188, 18.200483, 0, 12.092000, 110.199997, 1332.538330, 0, -0.401367, -4.656006, -0.188721, -1.373291, 1.144409, -5.477905, -17.782408, 50.414043, 17.511229, 0, 0, 1069.530518, 1069.554810, 
26071, 0, 0, 0, 1069.151123, 3, 165.431335, 8.652481, 8.783374, 1069.570801, 0, 99386.085938, 18.200483, 0, 12.096000, 110.500000, 1336.608032, 0, -0.148193, -4.995361, -0.256348, -1.998901, -14.831543, -10.009766, -17.415762, 50.780693, 20.341328, 0, 0, 1069.570801, 1069.595093, 
26072, 0, 0, 0, 1069.151123, 3, 166.452698, 9.673843, 9.780898, 1069.610962, 0, 99374.210938, 18.200483, 0, 12.088000, 122.699997, 1483.197632, 0, 0.035644, -5.073730, 0.111816, -4.058838, -21.194458, -8.163452, -17.415762, 50.047398, 20.695089, 0, 0, 1069.610962, 1069.635498, 
26073, 0, 0, 0, 1069.151123, 3, 167.688599, 10.909744, 11.106936, 1069.652222, 0, 99359.828125, 18.198252, 0, 12.084000, 117.300003, 1417.453247, 0, -0.095214, -5.181641, -0.063476, -3.295898, -20.156860, -7.720947, -16.499142, 50.964016, 18.749397, 0, 0, 1069.652222, 1069.675659, 
26074, 0, 0, 0, 1069.151123, 3, 168.326340, 11.547485, 11.883834, 1069.692383, 0, 99352.429688, 18.200483, 0, 12.088000, 118.000000, 1426.383911, 0, -0.025390, -5.238281, 0.121826, -5.783081, -19.348145, -6.439209, -17.232437, 53.530548, 20.164446, 0, 0, 1069.692383, 1069.715942, 
26075, 0, 0, 0, 1069.151123, 3, 169.221680, 12.442825, 12.531374, 1069.733521, 0, 99342.007813, 18.198252, 0, 12.092000, 111.099998, 1343.421143, 0, -0.093994, -5.334473, 0.016113, -8.468628, -16.937256, -4.913330, -17.049114, 51.513988, 20.341328, 0, 0, 1069.733521, 1069.756348, 
26076, 0, 0, 0, 1069.151123, 3, 170.033813, 13.254959, 14.100222, 1069.773804, 0, 99332.523438, 18.191555, 0, 12.088000, 111.599998, 1349.020752, 0, -0.077392, -5.410400, 0.043457, -9.536743, -14.511108, -4.425049, -18.332380, 53.163902, 20.164446, 0, 0, 1069.773804, 1069.796631, 
26077, 0, 0, 0, 1069.151123, 3, 171.824753, 15.045898, 16.427555, 1069.813843, 0, 99311.679688, 18.187090, 0, 12.096000, 126.699997, 1532.563110, 0, -0.064453, -5.490967, 0.092041, -11.108398, -11.917114, -3.829956, -18.332380, 52.430607, 21.225733, 0, 0, 1069.813843, 1069.836914, 
26078, 0, 0, 0, 1069.151123, 3, 172.934143, 16.155289, 18.029572, 1069.855225, 0, 99298.757813, 18.182627, 0, 12.080000, 110.300003, 1332.423950, 0, -0.061279, -5.468506, 0.074218, -11.245728, -8.880615, -3.707886, -17.415762, 54.080521, 22.463900, 0, 0, 1069.855225, 1069.877197, 
26079, 0, 0, 0, 1069.151123, 3, 174.383881, 17.605026, 20.902967, 1069.895264, 0, 99281.882813, 18.178164, 0, 12.096000, 119.900002, 1450.310425, 0, -0.054687, -5.551514, 0.088378, -13.275146, -6.103516, -2.777100, -17.599085, 53.897198, 21.579494, 0, 0, 1069.895264, 1069.917480, 
26080, 0, 0, 0, 1069.151123, 3, 175.620575, 18.841721, 20.616470, 1069.936646, 0, 99267.500000, 18.175930, 0, 12.084000, 110.800003, 1338.907104, 0, -0.041992, -5.636719, 0.082031, -14.160156, -2.761841, -2.426147, -17.599085, 55.730434, 21.225733, 0, 0, 1069.936646, 1069.957764, 
26081, 0, 0, 0, 1069.151123, 3, 177.538742, 20.759888, 23.385233, 1069.976807, 0, 99245.203125, 18.173698, 0, 12.096000, 115.400002, 1395.878418, 0, -0.056640, -5.652100, 0.098632, -15.914917, 1.037598, -1.846313, -16.132494, 53.530548, 21.933256, 0, 0, 1069.976807, 1069.998047, 
26082, 0, 0, 0, 1069.151123, 3, 178.818787, 22.039932, 24.053453, 1070.016968, 0, 99230.304688, 18.169235, 0, 12.092000, 128.600006, 1555.031250, 0, -0.060058, -5.673584, 0.120605, -14.373779, 5.081177, -2.365112, -17.599085, 54.630493, 22.994543, 0, 0, 1070.016968, 1070.038452, 
26083, 0, 0, 0, 1069.151123, 3, 180.867905, 24.089050, 24.970005, 1070.058105, 0, 99206.445313, 18.160307, 0, 12.096000, 110.400002, 1335.398315, 0, -0.062500, -5.626953, 0.129883, -14.907837, 9.597778, -1.937866, -18.699028, 52.430607, 22.640781, 0, 0, 1070.058105, 1070.078735, 
26084, 0, 0, 0, 1069.151123, 3, 182.573608, 25.794754, 26.885551, 1070.098389, 0, 99186.640625, 18.160307, 0, 12.072000, 133.399994, 1610.404907, 0, -0.070068, -5.677979, 0.141357, -14.160156, 13.549805, -1.556396, -18.332380, 52.797256, 23.348307, 0, 0, 1070.098389, 1070.119141, 
26085, 0, 0, 0, 1069.151123, 3, 184.706848, 27.927994, 29.995394, 1070.139526, 0, 99161.843750, 18.155842, 0, 12.076000, 122.099998, 1474.479614, 0, -0.075927, -5.681396, 0.162842, -13.854980, 18.493652, -0.991821, -17.232437, 53.897198, 23.702068, 0, 0, 1070.139526, 1070.159424, 
26086, 0, 0, 0, 1069.151123, 3, 187.138092, 30.359238, 32.535862, 1070.179810, 0, 99133.609375, 18.153610, 0, 12.084000, 129.500000, 1564.878052, 0, -0.076904, -5.708252, 0.174316, -13.656616, 23.422241, 0.076293, -15.949171, 53.347225, 23.525187, 0, 0, 1070.179810, 1070.199585, 
26087, 0, 0, 0, 1069.151123, 3, 188.971451, 32.192596, 33.969395, 1070.219971, 0, 99112.351563, 18.155842, 0, 12.084000, 122.300003, 1477.873291, 0, -0.027099, -5.732910, 0.252930, -12.435913, 28.533936, 0.366211, -18.149055, 52.613930, 24.940235, 0, 0, 1070.219971, 1070.239990, 
26088, 0, 0, 0, 1069.151123, 3, 191.105865, 34.327011, 35.526924, 1070.261230, 0, 99087.554688, 18.151379, 0, 12.092000, 112.900002, 1365.186890, 0, -0.021728, -5.748291, 0.230469, -8.361816, 34.530640, -1.327515, -17.232437, 55.363789, 24.409592, 0, 0, 1070.261230, 1070.280151, 
26089, 0, 0, 0, 1069.151123, 3, 193.709579, 36.930725, 39.119438, 1070.301270, 0, 99057.335938, 18.149147, 0, 12.092000, 126.300003, 1527.219604, 0, -0.011962, -5.721436, 0.223633, -8.224487, 39.550781, -1.129150, -17.965733, 52.430607, 23.348307, 0, 0, 1070.301270, 1070.320557, 
26090, 0, 0, 0, 1069.151123, 3, 195.587082, 38.808228, 39.125099, 1070.341553, 0, 99035.562500, 18.149147, 0, 12.084000, 108.400002, 1309.905640, 0, -0.035156, -5.740479, 0.268555, -5.142212, 44.723511, -1.754761, -17.599085, 53.897198, 23.702068, 0, 0, 1070.341553, 1070.360840, 
26091, 0, 0, 0, 1069.151123, 3, 198.620132, 41.841278, 41.682320, 1070.382690, 0, 99000.343750, 18.142450, 0, 12.096000, 119.500000, 1445.471924, 0, -0.053710, -5.775146, 0.238770, -2.548218, 50.109863, -2.029419, -17.965733, 51.330666, 22.640781, 0, 0, 1070.382690, 1070.401123, 
26092, 0, 0, 0, 1069.151123, 3, 200.668991, 43.890137, 42.789890, 1070.422974, 0, 98976.593750, 18.142450, 0, 12.088000, 105.900002, 1280.119141, 0, -0.066406, -5.779785, 0.250244, 0.503540, 55.679321, -2.197266, -17.965733, 54.263844, 21.225733, 0, 0, 1070.422974, 1070.441406, 
26093, 0, 0, 0, 1069.151123, 3, 203.274933, 46.496078, 45.271801, 1070.464355, 0, 98946.375000, 18.140219, 0, 12.096000, 111.000000, 1342.656006, 0, -0.046875, -5.737793, 0.221680, 2.807617, 62.026978, -1.647949, -17.599085, 52.430607, 21.933256, 0, 0, 1070.464355, 1070.481567, 
26094, 0, 0, 0, 1069.151123, 3, 205.967346, 49.188492, 47.667538, 1070.504395, 0, 98915.125000, 18.133522, 0, 12.100000, 121.900002, 1474.989990, 0, -0.040771, -5.752441, 0.223145, 4.501343, 67.108154, -1.220703, -17.415762, 50.414043, 20.341328, 0, 0, 1070.504395, 1070.521973, 
26095, 0, 0, 0, 1069.151123, 3, 209.172974, 52.394119, 50.772446, 1070.544678, 0, 98877.937500, 18.126825, 0, 12.092000, 105.900002, 1280.542725, 0, -0.063964, -5.763428, 0.177002, 6.378174, 72.296143, -0.854492, -18.149055, 50.047398, 20.341328, 0, 0, 1070.544678, 1070.562256, 
26096, 0, 0, 0, 1069.151123, 3, 212.079300, 55.300446, 52.136799, 1070.585938, 0, 98844.281250, 18.126825, 0, 12.100000, 113.300003, 1370.930054, 0, -0.040771, -5.752930, 0.161865, 7.171631, 78.140259, -0.228882, -18.882351, 50.414043, 19.633802, 0, 0, 1070.585938, 1070.602539, 
26097, 0, 0, 0, 1069.151123, 3, 214.772964, 57.994110, 54.274525, 1070.626099, 0, 98813.039063, 18.120129, 0, 12.096000, 105.199997, 1272.499146, 0, -0.012207, -5.752686, 0.170410, 7.720947, 83.816528, -0.045776, -18.149055, 48.947456, 19.633802, 0, 0, 1070.626099, 1070.642822, 
26098, 0, 0, 0, 1069.151123, 3, 217.637878, 60.859024, 56.101448, 1070.666260, 0, 98779.898438, 18.122362, 0, 12.104000, 105.099998, 1272.130493, 0, -0.013671, -5.755615, 0.131836, 7.659912, 90.011597, -0.122070, -18.515703, 47.480865, 17.864992, 0, 0, 1070.666260, 1070.682983, 
26099, 0, 0, 0, 1069.151123, 3, 221.145477, 64.366623, 59.056217, 1070.707520, 0, 98739.273438, 18.117897, 0, 12.096000, 120.099998, 1452.729614, 0, -0.008789, -5.768799, 0.066894, 6.896973, 95.581055, 0.152588, -17.415762, 48.214161, 17.864992, 0, 0, 1070.707520, 1070.723145, 
26100, 0, 0, 0, 1069.151123, 3, 224.867905, 68.089050, 61.406479, 1070.747559, 0, 98696.156250, 18.111200, 0, 12.092000, 105.099998, 1270.869263, 0, 0.000488, -5.685303, 0.094238, 5.569458, 101.562500, 0.152588, -16.499142, 46.197598, 15.919299, 0, 0, 1070.747559, 1070.763550, 
26101, 0, 0, 0, 1069.151123, 3, 229.019348, 72.240494, 65.028938, 1070.788940, 0, 98648.132813, 18.108969, 0, 12.100000, 114.599998, 1386.659912, 0, -0.048339, -5.699707, -0.017089, 2.899170, 107.650757, 0.427246, -17.415762, 46.380920, 16.449944, 0, 0, 1070.788940, 1070.803833, 
26102, 0, 0, 0, 1069.151123, 3, 231.245972, 74.467117, 65.351883, 1070.828979, 0, 98622.312500, 18.100040, 0, 12.096000, 105.900002, 1280.966431, 0, -0.000488, -5.663086, 0.001220, 1.327515, 113.388062, 0.366211, -16.865789, 43.631065, 15.211775, 0, 0, 1070.828979, 1070.844238, 
26103, 0, 0, 0, 1069.151123, 3, 235.827957, 79.049103, 68.995674, 1070.870239, 0, 98569.382813, 18.102272, 0, 12.100000, 109.400002, 1323.739990, 0, -0.040283, -5.636963, 0.000000, -1.373291, 119.995117, 0.137329, -15.215876, 43.447742, 13.973607, 0, 0, 1070.870239, 1070.884399, 
26104, 0, 0, 0, 1069.151123, 3, 239.169296, 82.390442, 70.560867, 1070.911377, 0, 98530.742188, 18.097809, 0, 12.100000, 106.199997, 1285.020020, 0, -0.001953, -5.632080, 0.079101, -2.685547, 126.449585, 0.045776, -16.132494, 39.597942, 13.796726, 0, 0, 1070.911377, 1070.924805, 
26105, 0, 0, 0, 1069.151123, 3, 242.383240, 85.604385, 71.484482, 1070.952637, 0, 98493.562500, 18.091112, 0, 12.096000, 108.800003, 1316.044800, 0, 0.042968, -5.551758, 0.151123, -3.280640, 132.522583, -0.610352, -17.415762, 40.514561, 15.388656, 0, 0, 1070.952637, 1070.964966, 
26106, 0, 0, 0, 1069.151123, 3, 246.712494, 89.933640, 74.725845, 1070.992676, 0, 98443.648438, 18.097809, 0, 12.100000, 123.199997, 1490.719971, 0, 0.039306, -5.537842, 0.138672, -3.326416, 137.023926, -1.708984, -16.499142, 36.298111, 14.504251, 0, 0, 1070.992676, 1071.005371, 
26107, 0, 0, 0, 1069.151123, 3, 249.842148, 93.063293, 76.001839, 1071.034058, 0, 98407.421875, 18.086649, 0, 12.096000, 104.599998, 1265.241577, 0, 0.023437, -5.487793, 0.214111, -0.991821, 142.578125, -3.616333, -17.232437, 37.764702, 14.150488, 0, 0, 1071.034058, 1071.045654, 
26108, 0, 0, 0, 1069.151123, 3, 253.616074, 96.837219, 77.516029, 1071.074097, 0, 98363.882813, 18.086649, 0, 12.100000, 116.599998, 1410.860107, 0, 0.013183, -5.417725, 0.191650, 1.190186, 147.964478, -4.089355, -16.499142, 34.098228, 15.565537, 0, 0, 1071.074097, 1071.085815, 
26109, 0, 0, 0, 1069.151123, 3, 258.592285, 101.813431, 81.422722, 1071.115356, 0, 98306.406250, 18.077721, 0, 12.076000, 117.500000, 1418.930054, 0, 0.027343, -5.185303, 0.159912, 5.371094, 154.357910, -4.959106, -17.232437, 31.898342, 15.211775, 0, 0, 1071.115356, 1071.126099, 
26110, 0, 0, 0, 1069.151123, 3, 262.112274, 105.333420, 82.155685, 1071.155518, 0, 98265.875000, 18.082184, 0, 12.084000, 125.000000, 1510.500000, 0, 0.003662, -4.909668, 0.156982, 8.010864, 159.545898, -4.882813, -15.949171, 30.981722, 15.388656, 0, 0, 1071.155518, 1071.166504, 
26111, 0, 0, 0, 1069.151123, 3, 265.203033, 108.424179, 83.503853, 1071.195801, 0, 98230.164063, 18.073256, 0, 12.080000, 138.699997, 1675.495972, 0, -0.075927, -4.538818, 0.008544, 8.789063, 164.550781, -3.723145, -14.115932, 27.315247, 17.511229, 0, 0, 1071.195801, 1071.206665, 
26112, 0, 0, 0, 1069.151123, 3, 269.756287, 112.977432, 86.173302, 1071.235840, 0, 98177.757813, 18.077721, 0, 12.088000, 119.500000, 1444.515991, 0, -0.005126, -4.170410, 0.187256, 9.078979, 169.128418, -1.815796, -15.582523, 25.848656, 16.449944, 0, 0, 1071.235840, 1071.247070, 
26113, 0, 0, 0, 1069.151123, 3, 274.696106, 117.917252, 88.931610, 1071.277222, 0, 98120.804688, 18.071024, 0, 12.096000, 123.300003, 1491.436890, 0, -0.027587, -3.747070, 0.122559, 8.346558, 173.629761, -0.411987, -14.849228, 25.115360, 18.572515, 0, 0, 1071.277222, 1071.287354, 
